chr10	80000	1120000
chr10	1120000	3120000
chr10	3160000	4840000
chr10	4840000	5440000
chr10	5480000	5680000
chr10	5680000	5920000
chr10	5960000	6440000
chr10	6480000	7520000
chr10	7560000	9360000
chr10	9360000	11520000
chr10	11560000	11800000
chr10	12080000	13160000
chr10	13200000	14520000
chr10	14520000	15160000
chr10	15240000	15440000
chr10	15440000	16840000
chr10	16840000	17600000
chr10	17600000	18960000
chr10	18960000	21120000
chr10	21120000	23400000
chr10	23440000	24840000
chr10	24880000	25320000
chr10	25400000	26000000
chr10	26000000	26880000
chr10	26960000	27200000
chr10	27640000	28720000
chr10	28920000	29640000
chr10	29880000	30640000
chr10	30640000	30920000
chr10	30920000	32680000
chr10	32760000	33320000
chr10	33360000	34960000
chr10	34960000	35320000
chr10	35360000	35880000
chr10	35880000	37160000
chr10	37200000	38080000
chr10	38240000	39080000
chr10	42400000	43600000
chr10	43640000	44000000
chr10	44080000	45480000
chr10	45680000	46320000
chr10	46520000	46720000
chr10	46880000	47760000
chr10	47920000	48920000
chr10	48920000	50760000
chr10	50760000	51160000
chr10	51200000	51640000
chr10	51720000	52440000
chr10	52600000	54040000
chr10	54040000	54560000
chr10	54560000	57400000
chr10	57560000	59880000
chr10	59920000	60960000
chr10	60960000	61400000
chr10	61400000	61840000
chr10	61840000	62200000
chr10	62200000	62440000
chr10	62440000	64040000
chr10	64160000	64920000
chr10	64920000	65600000
chr10	65640000	68680000
chr10	68680000	69560000
chr10	69560000	70120000
chr10	70120000	70720000
chr10	70720000	71680000
chr10	71920000	72640000
chr10	72640000	73040000
chr10	73040000	73560000
chr10	73800000	74120000
chr10	74120000	75560000
chr10	75560000	77040000
chr10	77040000	78880000
chr10	78880000	79520000
chr10	79560000	81120000
chr10	81280000	82040000
chr10	82120000	85880000
chr10	85880000	88360000
chr10	88440000	88680000
chr10	88680000	89520000
chr10	89520000	90320000
chr10	90720000	90960000
chr10	91000000	91360000
chr10	91480000	92640000
chr10	92640000	93040000
chr10	93120000	93680000
chr10	93720000	94240000
chr10	94360000	95280000
chr10	95640000	96320000
chr10	96360000	97400000
chr10	97400000	97640000
chr10	97760000	99480000
chr10	99520000	101120000
chr10	101160000	101400000
chr10	101480000	101920000
chr10	102040000	102680000
